Landkreis,ID_LK_SK,LK_SK,Bundesland,age_covid_0_34_%,age_covid_35_59_%,age_covid_60+_%,age_covid_unknown_%,gender_covid_f_%,gender_covid_m_%,gender_covid_unknown_%,Sterberate_%
SK Leverkusen,5316,SK,Nordrhein-Westfalen,25.6198347107438,48.760330578512395,24.793388429752067,0.8264462809917356,44.396551724137936,55.603448275862064,0.0,2.066115702479339
SK Ludwigshafen,7314,SK,Rheinland-Pfalz,52.64797507788161,36.13707165109034,10.903426791277258,0.3115264797507788,44.4015444015444,55.21235521235521,0.3861003861003861,0.6230529595015576
SK Lübeck,1003,SK,Schleswig-Holstein,41.566265060240966,39.75903614457831,18.67469879518072,0.0,51.298701298701296,48.701298701298704,0.0,0.6024096385542169
SK Magdeburg,15003,SK,Sachsen-Anhalt,38.88888888888889,45.370370370370374,15.74074074074074,0.0,47.524752475247524,52.475247524752476,0.0,0.9259259259259258
SK Mainz,7315,SK,Rheinland-Pfalz,41.75654853620955,33.89830508474576,23.26656394453005,1.078582434514638,51.39664804469274,48.60335195530726,0.0,4.006163328197227
SK Mannheim,8222,SK,Baden-Württemberg,39.630390143737166,43.3264887063655,17.04312114989733,0.0,48.01762114537445,51.98237885462555,0.0,2.2587268993839835
SK Memmingen,9764,SK,Bayern,9.803921568627452,58.82352941176471,31.372549019607842,0.0,50.0,50.0,0.0,0.0
SK Mönchengladbach,5116,SK,Nordrhein-Westfalen,33.06962025316456,34.651898734177216,32.120253164556964,0.15822784810126583,51.19047619047619,48.80952380952381,0.0,6.329113924050633
SK Mülheim a.d.Ruhr,5117,SK,Nordrhein-Westfalen,27.77777777777778,37.03703703703704,35.18518518518518,0.0,43.5,56.49999999999999,0.0,5.092592592592593
SK München,9162,SK,Bayern,37.94424019607843,40.517769607843135,21.537990196078432,0.0,49.131736526946106,50.86826347305389,0.0,3.0330882352941178
SK Münster,5515,SK,Nordrhein-Westfalen,39.50276243093923,41.16022099447514,19.337016574585636,0.0,47.68976897689769,52.310231023102304,0.0,1.7955801104972375
SK Neumünster,1004,SK,Schleswig-Holstein,39.24050632911392,43.037974683544306,17.72151898734177,0.0,44.0,56.00000000000001,0.0,2.5316455696202533
SK Neustadt a.d.Weinstraße,7316,SK,Rheinland-Pfalz,28.846153846153843,50.0,21.153846153846153,0.0,50.98039215686274,49.01960784313725,0.0,1.9230769230769231
SK Nürnberg,9564,SK,Bayern,33.70998116760829,37.75894538606403,28.53107344632768,0.0,52.25522552255225,47.74477447744774,0.0,3.8606403013182673
SK Oberhausen,5119,SK,Nordrhein-Westfalen,26.79245283018868,44.15094339622642,29.056603773584904,0.0,47.083333333333336,52.916666666666664,0.0,3.7735849056603774
SK Offenbach,6413,SK,Hessen,29.81366459627329,41.61490683229814,28.57142857142857,0.0,49.358974358974365,50.641025641025635,0.0,5.590062111801243
SK Oldenburg,3403,SK,Niedersachsen,42.10526315789473,44.44444444444444,13.450292397660817,0.0,47.2972972972973,52.702702702702695,0.0,0.5847953216374269
SK Osnabrück,3404,SK,Niedersachsen,38.52459016393443,38.31967213114754,23.15573770491803,0.0,48.081264108352144,51.46726862302483,0.4514672686230248,2.8688524590163933
SK Passau,9262,SK,Bayern,15.151515151515152,37.121212121212125,47.72727272727273,0.0,56.69291338582677,42.51968503937008,0.7874015748031495,13.636363636363635
SK Pforzheim,8231,SK,Baden-Württemberg,40.852130325814535,40.852130325814535,18.295739348370926,0.0,50.66666666666667,49.333333333333336,0.0,2.0050125313283207
SK Pirmasens,7317,SK,Rheinland-Pfalz,19.35483870967742,45.16129032258064,35.483870967741936,0.0,66.66666666666666,33.33333333333333,0.0,0.0
SK Potsdam,12054,SK,Brandenburg,33.92282958199357,34.88745980707396,31.189710610932476,0.0,56.53061224489796,43.46938775510204,0.0,7.877813504823152
SK Regensburg,9362,SK,Bayern,49.15773353751914,35.068912710566615,15.160796324655438,0.6125574272588056,48.214285714285715,51.78571428571429,0.0,1.5313935681470139
SK Remscheid,5120,SK,Nordrhein-Westfalen,25.0,38.75,35.833333333333336,0.4166666666666667,61.77777777777778,38.22222222222222,0.0,7.083333333333333
SK Rosenheim,9163,SK,Bayern,39.92172211350293,39.726027397260275,20.352250489236788,0.0,51.7162471395881,48.2837528604119,0.0,4.6966731898238745
SK Rostock,13003,SK,Mecklenburg-Vorpommern,28.57142857142857,43.87755102040816,27.55102040816326,0.0,56.043956043956044,43.956043956043956,0.0,2.0408163265306123
SK Salzgitter,3102,SK,Niedersachsen,26.20689655172414,37.24137931034483,36.55172413793103,0.0,53.73134328358209,46.26865671641791,0.0,5.517241379310345
SK Schwabach,9565,SK,Bayern,24.050632911392405,53.16455696202531,22.78481012658228,0.0,48.61111111111111,50.0,1.3888888888888888,2.5316455696202533
SK Schweinfurt,9662,SK,Bayern,33.33333333333333,32.7683615819209,33.89830508474576,0.0,55.26315789473685,44.73684210526316,0.0,10.16949152542373
SK Schwerin,13004,SK,Mecklenburg-Vorpommern,50.54945054945055,43.956043956043956,5.4945054945054945,0.0,32.53012048192771,66.26506024096386,1.2048192771084338,0.0
SK Solingen,5122,SK,Nordrhein-Westfalen,33.85826771653544,42.51968503937008,23.62204724409449,0.0,48.3739837398374,51.6260162601626,0.0,3.149606299212598
SK Speyer,7318,SK,Rheinland-Pfalz,31.03448275862069,51.724137931034484,17.24137931034483,0.0,50.0,50.0,0.0,1.1494252873563218
SK Straubing,9263,SK,Bayern,19.672131147540984,35.597189695550355,44.730679156908664,0.0,55.04087193460491,44.95912806539509,0.0,10.772833723653395
SK Stuttgart,8111,SK,Baden-Württemberg,35.33783783783784,40.67567567567568,23.986486486486484,0.0,47.40932642487047,52.59067357512953,0.0,4.1891891891891895
SK Suhl,16054,SK,Thüringen,15.789473684210526,47.368421052631575,36.84210526315789,0.0,31.57894736842105,68.42105263157895,0.0,10.526315789473683
SK Trier,7211,SK,Rheinland-Pfalz,51.9607843137255,36.27450980392157,11.76470588235294,0.0,41.66666666666667,58.333333333333336,0.0,0.9803921568627451
SK Ulm,8421,SK,Baden-Württemberg,32.98611111111111,46.18055555555556,20.833333333333336,0.0,48.10606060606061,51.89393939393939,0.0,1.7361111111111112
SK Weiden i.d.OPf.,9363,SK,Bayern,24.0,37.53846153846154,38.46153846153847,0.0,53.36538461538461,46.63461538461539,0.0,6.153846153846154
SK Weimar,16055,SK,Thüringen,32.35294117647059,47.05882352941176,20.588235294117645,0.0,44.776119402985074,55.223880597014926,0.0,0.0
SK Wiesbaden,6414,SK,Hessen,29.438202247191008,44.71910112359551,25.842696629213485,0.0,45.77114427860697,54.22885572139303,0.0,3.5955056179775284
SK Wilhelmshaven,3405,SK,Niedersachsen,18.51851851851852,48.148148148148145,33.33333333333333,0.0,25.925925925925924,74.07407407407408,0.0,3.7037037037037033
SK Wolfsburg,3103,SK,Niedersachsen,21.794871794871796,26.282051282051285,51.92307692307693,0.0,55.64853556485355,44.35146443514644,0.0,16.346153846153847
SK Worms,7319,SK,Rheinland-Pfalz,36.36363636363637,42.72727272727273,20.454545454545457,0.45454545454545453,50.71090047393365,49.28909952606635,0.0,3.1818181818181817
SK Wuppertal,5124,SK,Nordrhein-Westfalen,26.751592356687897,37.04883227176221,36.19957537154989,0.0,55.99472990777339,44.00527009222661,0.0,8.9171974522293
SK Würzburg,9663,SK,Bayern,29.48717948717949,27.350427350427353,43.162393162393165,0.0,55.23255813953488,44.76744186046512,0.0,10.897435897435898
SK Zweibrücken,7320,SK,Rheinland-Pfalz,36.11111111111111,41.66666666666667,22.22222222222222,0.0,58.333333333333336,41.66666666666667,0.0,2.7777777777777777
LK Aachen,5334,LK,Nordrhein-Westfalen,28.036437246963565,39.27125506072874,32.69230769230769,0.0,51.77971793149765,48.01880456682337,0.20147750167897915,4.757085020242915
